customer_id,customer_name,product_id,product_name,sales_amount,quantity,transaction_date
C4337_2,James Miller,P00094,Fund,2311.91,6,2022-08-22
C3149_5,Scott Keith,P00003,Line,2733.61,13,2023-05-26
C3549_5,Nathan Peterson,P00019,White,1556.49,2,2022-05-03
C1009_6,Daniel Sanchez,P00002,High,4063.49,3,2022-06-23
C7886_9,Megan Davis,P00045,Meet,4573.98,13,2023-06-28
C7455_7,Gail Richard,P00038,Choose,4327.25,16,2024-07-04
C6654_6,Abigail Warren,P00055,Play,611.58,8,2024-12-24
C9183_7,Pamela Becker,P00002,High,2499.94,9,2022-06-30
C8541_3,Elizabeth Rodriguez,P00062,Write,1399.8,15,2023-01-13
C7586_1,Andrew Armstrong,P00052,Car,4424.88,6,2024-03-06
C5871_4,Meghan Mcclain,P00066,Never,4965.1,18,2025-01-21
C9117_6,Samuel Stewart,P00090,Summer,2057.16,8,2022-06-05
C7773_1,Joel Lee,P00070,Although,4471.6,15,2024-08-21
C8589_5,Jessica Lewis,P00053,Course,1852.78,11,2023-06-23
C3411_4,Bradley Wallace,P00044,Table,4312.49,4,2023-09-20
C4633_7,Derrick Bruce,P00071,Almost,1567.2,15,2023-08-02
C6562_3,Ashley Bush,P00009,Including,1511.91,16,2022-11-28
C7756_8,Jessica Ramos,P00085,Friend,1390.15,10,2025-02-02
C5109_7,Bobby Bell,P00052,Car,2012.9,11,2024-10-30
C2984_1,Allen Monroe,P00093,My,3472.99,14,2024-11-01
C7667_4,Matthew Berry,P00060,Practice,1982.9,14,2024-01-20
C2283_7,Martin Chapman,P00093,My,4174.42,1,2023-10-20
C4663_4,Jennifer Hale,P00070,Although,4509.37,15,2022-04-05
C9001_4,Raymond Underwood,P00085,Friend,54.28,16,2023-10-20
C6085_9,David Browning,P00062,Write,190.22,18,2024-11-10
C8482_6,David Lewis,P00007,Store,4276.82,12,2023-11-28
C2143_7,Amber Newton,P00074,City,4939.2,7,2025-03-18
C3575_2,Victoria Frazier,P00058,His,3803.4,6,2023-12-26
C7060_12,David Turner,P00006,Each,4410.35,5,2024-11-15
C6614_4,Rebecca Stark,P00009,Including,664.47,2,2023-07-04
C6307_8,Melissa Bailey,P00053,Course,3416.36,2,2022-05-27
C3965_2,Anthony Davis,P00052,Car,4136.88,5,2025-02-16
C8128_3,Regina Martin,P00033,Sell,521.69,13,2025-01-05
C8035_5,Bryan Rodriguez,P00066,Never,3230.09,5,2022-09-04
C4969_3,Jon Baxter,P00059,Next,779.71,20,2022-12-01
C6217_5,Monica Smith,P00003,Line,2422.82,3,2023-01-30
C2106_4,Chris Martin,P00042,First,720.4,18,2023-07-18
C6394_4,Elizabeth Gonzalez,P00077,Research,3787.87,19,2022-10-02
C5185_4,Hannah Thompson,P00011,Often,2817.62,14,2023-10-09
C5816_12,Gregory Ross,P00050,Often,3666.96,11,2022-07-01
C9827_2,John Allen,P00023,Better,201.0,4,2023-06-29
C7875_3,Kari Duncan,P00047,Successful,125.31,10,2024-06-02
C6554_6,Matthew Harris,P00008,Until,4943.77,17,2023-07-26
C7597_4,Mr. James Johnson,P00018,Hour,2364.14,1,2023-07-20
C1777_9,Anthony Morris,P00025,Guess,1526.62,6,2023-10-09
C8262_4,Christopher Nguyen,P00050,Often,646.28,15,2023-02-24
C9262_5,Cameron Rocha,P00017,House,2679.47,17,2022-09-02
C2871_10,Dan Franklin,P00098,Practice,1575.72,8,2023-01-18
C8392_8,Carl Thompson,P00027,Half,3330.0,10,2023-06-05
C4284_2,Ashley Shaffer,P00088,East,4215.2,17,2023-01-25
C1011_3,Gregory Martinez,P00050,Often,1987.22,4,2023-05-20
C4291_8,Victor Flores,P00056,Road,4190.15,6,2024-09-02
C3779_1,Crystal Banks,P00014,Information,1293.28,18,2023-09-19
C2610_5,Jessica Richardson,P00092,Smile,2351.73,2,2024-11-10
C1469_6,Kent White,P00024,Deal,1441.95,8,2022-07-16
C7161_4,Alison Floyd,P00021,Structure,2004.86,4,2023-05-14
C9360_6,Brooke Snow,P00092,Smile,78.77,5,2022-09-18
C9018_3,Wendy Wiley,P00026,Civil,4214.8,12,2025-01-25
C1840_6,David Bird,P00015,Collection,3218.36,16,2024-02-04
C8450_6,Travis Nixon,P00040,Maintain,3688.91,2,2022-07-22
C6941_7,Lisa Ortega,P00020,Model,2069.85,10,2024-10-19
C8562_7,Alexa Bautista,P00018,Hour,2420.11,13,2022-11-05
C7832_4,Robert Mason,P00019,White,3617.44,18,2022-08-24
C2653_7,Judith Cordova,P00100,Travel,3305.32,3,2023-05-07
C5802_6,Jonathan Page,P00040,Maintain,3420.75,11,2024-01-28
C2855_5,Kari Wood,P00063,Per,447.45,5,2023-11-25
C6434_9,Aaron Andrade,P00075,End,2930.3,3,2023-04-02
C1556_8,Amy Rodriguez,P00097,Talk,1763.79,16,2023-06-29
C4060_5,Danielle Perry,P00041,Attorney,2382.99,4,2023-09-11
C2295_3,Sean Doyle,P00064,Note,3462.38,15,2024-02-09
C1688_9,Angel Martin,P00051,Author,3949.01,10,2023-07-15
C9411_4,Catherine Schneider,P00087,Cost,2182.72,9,2024-02-21
C7372_4,Taylor Medina,P00051,Author,2109.38,15,2025-03-13
C9087_7,Jasmine Ward,P00062,Write,3801.66,10,2024-08-19
C6934_9,Justin Ward,P00088,East,1805.43,13,2023-11-12
C7148_4,John White,P00051,Author,4300.24,14,2022-03-22
C9703_2,Christopher Wallace,P00074,City,1287.53,13,2023-06-10
C5539_3,Jeffery Ball,P00033,Sell,4007.52,12,2024-05-28
C3413_3,Michelle Boyd,P00025,Guess,2224.89,3,2022-09-15
C5032_3,Edwin Phillips,P00072,Director,2752.81,7,2024-02-24
C9986_4,Sara Bowers,P00018,Hour,2697.79,12,2023-02-06
C4036_5,Adam Moore,P00015,Collection,2167.2,10,2024-08-14
C5448_7,Justin Harrison,P00084,Before,2236.93,13,2024-10-13
C2492_3,Tammy Mendoza,P00065,Response,1988.23,16,2023-11-09
C6900_6,Ashlee Frey,P00039,Often,1987.61,13,2022-06-11
C6279_4,Alicia Parker,P00084,Before,2623.56,9,2022-05-14
C5475_7,Wesley Miller,P00026,Civil,506.4,20,2024-11-16
C5868_1,Helen Johnson,P00089,Mention,1564.59,2,2023-04-27
C3038_3,Joseph Burns,P00028,That,496.17,9,2022-12-16
C6242_3,Edward Rios,P00033,Sell,2698.65,1,2024-03-09
C8000_5,Joshua Medina,P00021,Structure,2246.15,11,2023-08-08
C8923_3,Michael Green,P00056,Road,1364.44,14,2024-03-01
C3147_4,Scott Swanson,P00055,Play,3050.05,19,2022-11-02
C8101_4,Kenneth Jordan,P00100,Travel,1859.43,12,2023-08-01
C5795_5,Patricia Decker,P00035,Second,2036.86,14,2023-10-20
C9272_3,Tiffany Short,P00073,Research,2784.41,13,2023-07-02
C8907_9,Harry Bennett,P00048,Who,2686.56,6,2024-06-10
C2884_4,Jacob George DDS,P00024,Deal,2641.27,9,2023-11-02
C9768_8,Keith Smith,P00077,Research,4388.58,15,2024-10-07
C5046_4,Daniel Munoz,P00001,Require,232.19,11,2022-12-18
C8437_3,Michael Merritt,P00067,Something,2191.58,20,2024-03-03
C7823_10,Joseph Castaneda,P00081,Reality,4455.14,20,2022-11-29
C1760_5,Allison Yang,P00050,Often,1663.23,16,2024-01-01
C9599_7,Mr. Eric Richardson DVM,P00043,Health,2919.92,7,2023-02-06
C5162_2,Heather Bartlett,P00055,Play,1943.04,6,2024-03-14
C5623_7,Christy Miller,P00037,Thank,1456.03,13,2023-09-27
C8787_4,Robert Torres,P00031,Present,1315.68,18,2023-03-01
C7474_6,Antonio Simmons,P00060,Practice,4555.46,3,2022-07-30
C4225_6,Theresa Fitzgerald,P00061,Sit,252.04,13,2024-12-17
C3778_5,Eric Wilson,P00003,Line,4272.02,9,2023-02-05
C5559_3,Matthew Powers,P00060,Practice,3893.1,10,2022-04-18
C5065_6,Robert Evans,P00078,Step,2386.75,15,2024-09-05
C6261_4,Allison Thompson,P00095,Can,4855.1,10,2023-06-02
C4848_3,Randy Ross,P00056,Road,3236.57,5,2023-04-22
C8103_11,Olivia Allen,P00083,Per,449.97,17,2023-02-15
C3402_4,Jessica Chambers,P00030,Lose,3137.5,13,2022-05-12
C9474_1,Willie Evans,P00051,Author,1547.34,5,2022-04-22
C4753_8,Susan Robertson,P00040,Maintain,1033.92,11,2024-05-16
C3582_8,Michael Rodriguez,P00018,Hour,3888.33,3,2024-06-03
C1162_4,Taylor Hess,P00055,Play,2654.43,3,2023-10-07
C7482_9,Arthur Gray DDS,P00034,Quality,595.05,4,2022-09-13
C7931_3,Mr. Eric Brennan,P00058,His,857.37,14,2023-01-22
C1476_12,George Ramos,P00064,Note,1221.35,2,2023-06-20
C9437_3,Thomas Steele,P00066,Never,4760.9,10,2022-07-11
C3438_6,Adam Rogers,P00063,Per,3319.52,6,2023-02-26
C9103_7,Scott Neal,P00066,Never,2382.45,6,2023-12-21
C5014_4,John Black,P00021,Structure,1159.17,3,2022-04-06
C4319_2,Joseph Ellis,P00085,Friend,4982.41,19,2022-11-29
C7283_2,Mr. John Jackson DVM,P00017,House,617.68,17,2024-07-28
C4223_6,Catherine Carter,P00015,Collection,983.35,5,2022-05-13
C9336_7,Nicole Delacruz,P00024,Deal,3674.37,19,2023-10-08
C6062_3,Hayley Munoz,P00033,Sell,4470.98,16,2023-02-06
C3596_8,William Rivera,P00033,Sell,212.49,13,2024-11-02
C3604_5,Gerald Williams,P00008,Until,2688.16,9,2022-12-03
C8452_1,Charles Lowery,P00008,Until,4137.63,3,2022-08-18
C6918_5,Hannah Delgado,P00062,Write,2272.57,3,2022-04-29
C9295_7,Debra Kent,P00080,Great,2582.2,2,2023-05-13
C2970_5,Mary Greene,P00067,Something,3323.35,5,2022-08-07
C6058_5,Dana Warner,P00017,House,4566.82,10,2023-06-16
C1899_6,Tyler Ortiz,P00033,Sell,1849.03,8,2023-10-29
C1132_4,Kara Bush,P00030,Lose,2761.0,8,2024-02-19
C1007_4,Steven Booker,P00041,Attorney,2227.22,16,2023-06-21
C8871_9,Richard Evans,P00016,Drive,1218.44,11,2022-09-25
C7661_7,Olivia Fischer,P00055,Play,1196.83,9,2023-09-06
C3956_9,Anne Cox,P00047,Successful,2777.71,11,2022-10-31
C1433_5,Amber Kirk,P00039,Often,3089.34,12,2025-01-14
C6496_5,Michael Martin,P00061,Sit,468.13,16,2022-12-19
C4945_6,Andrea Johnson,P00029,Live,4040.66,8,2022-09-10
C8963_6,Christopher Collins,P00046,Really,791.39,14,2024-08-13
C6405_3,Samuel Porter,P00048,Who,1561.26,11,2025-02-27
C3786_3,Autumn West,P00060,Practice,3060.04,16,2024-04-09
C8026_3,Daniel Adams,P00045,Meet,4185.15,19,2023-06-22
C3726_5,Jesse Campbell,P00084,Before,1317.27,2,2023-04-25
C8437_4,Linda Hill,P00037,Thank,1890.9,15,2023-11-08
C5188_3,Renee Clark,P00035,Second,4370.86,8,2024-06-01
C7506_4,Amanda Lee,P00048,Who,2457.12,6,2023-07-04
C9119_1,Holly Ward,P00069,Away,449.02,15,2023-05-22
C4782_7,James Rodriguez,P00077,Research,3231.54,2,2024-01-02
C2147_5,Andrew Adams,P00051,Author,4531.66,18,2022-09-13
C2955_4,Bob Guerra,P00072,Director,4734.22,14,2024-11-29
C3108_5,Gregory Martin,P00100,Travel,2587.03,8,2024-02-16
C5863_11,Tanya Bradley,P00025,Guess,4018.14,1,2024-04-22
C7674_3,Cindy Boyle,P00044,Table,1608.22,13,2023-09-05
C4449_5,Christine Barnes,P00092,Smile,3979.21,4,2022-03-20
C3725_6,Amy Lewis,P00018,Hour,1424.44,12,2023-04-16
C7569_6,Janet Salas,P00100,Travel,852.89,5,2023-01-12
C8631_2,Tamara Hansen,P00007,Store,1200.26,8,2023-02-06
C8360_7,Darrell Dorsey,P00073,Research,4589.75,3,2023-07-09
C9720_6,Jose Krueger,P00011,Often,802.17,18,2023-06-09
C6569_7,Brian Molina,P00032,From,4912.16,9,2025-01-21
C4769_4,Angela Garcia,P00076,Several,2153.63,4,2023-10-18
C5533_2,Christina Wilkins,P00033,Sell,2916.78,5,2023-10-26
C1489_2,Wyatt Martinez,P00011,Often,3199.88,4,2024-06-07
C4535_2,Louis Ware,P00032,From,3201.29,14,2025-01-25
C9964_6,Mary Potter,P00009,Including,9.0,20,2023-08-28
C8251_6,Brooke Hernandez,P00054,Tough,644.09,2,2024-05-29
C1840_7,Zachary Moreno,P00010,Guy,3973.13,4,2023-09-19
C6248_1,Justin Ramos,P00079,Physical,1588.14,13,2024-09-14
C5497_4,Danny Thompson,P00050,Often,3118.8,17,2024-10-20
C1082_5,Shelly Douglas,P00047,Successful,293.05,9,2023-04-16
C9224_5,Taylor Boyd,P00037,Thank,407.38,14,2023-04-28
C9252_3,Kayla Larson,P00060,Practice,4565.41,5,2023-04-04
C5205_3,Linda Salas,P00021,Structure,842.64,17,2024-05-20
C9032_7,Kristen Chandler,P00085,Friend,705.48,2,2025-03-16
C2800_11,Allen Johnson,P00023,Better,4231.27,20,2023-07-27
C4147_4,Christopher Sullivan,P00059,Next,4957.65,16,2023-08-24
C1219_6,Shannon Villegas,P00060,Practice,2012.36,20,2024-12-20
C1528_7,Ricky Davis,P00097,Talk,519.48,16,2024-06-07
C3952_6,Nichole Silva MD,P00014,Information,4652.83,16,2024-06-17
C9995_6,Patrick Alvarado,P00032,From,859.21,20,2024-05-24
C7907_6,Jennifer Rice,P00060,Practice,1948.87,14,2025-03-03
C7409_6,Valerie Moore,P00024,Deal,3138.4,14,2022-05-03
C6603_5,Erica Jackson,P00054,Tough,2854.14,9,2023-04-20
C2796_8,Henry Webb,P00054,Tough,2129.01,12,2023-01-08
C8276_4,Jenna Turner,P00098,Practice,4609.2,5,2024-10-10
C1859_4,Raymond Gibson,P00054,Tough,238.26,16,2024-02-23
C5197_7,Adam Coleman MD,P00018,Hour,1315.22,9,2024-06-30
C2515_4,Sarah Miller,P00056,Road,934.64,5,2023-04-21
C4187_1,Sarah Rogers,P00042,First,2915.05,18,2024-12-13
C8170_3,John Thomas,P00010,Guy,4087.52,12,2024-10-14
C3052_5,Erica Roberts,P00093,My,3613.42,12,2022-07-25
C4372_3,Donald Brown,P00028,That,3438.97,11,2023-08-01
C3840,Marcia Brown,P00053,Course,4648.62,5,2024-04-30
C4155_8,Timothy Davis,P00034,Quality,3041.49,16,2023-12-06
C3320_5,Patricia Robinson,P00096,Bad,4109.09,19,2023-03-01
C4219_4,Marcus Snyder,P00088,East,4538.78,19,2024-02-22
C8564_6,Michael Bryant,P00073,Research,1385.83,20,2022-06-22
C2012_6,Jeffery Beard,P00077,Research,1988.69,6,2024-04-04
C4780_5,Travis Thomas,P00084,Before,1806.08,9,2024-10-28
C4236_3,Alexander Boyd,P00014,Information,2381.33,13,2024-01-10
C7065_6,Nicholas Downs,P00005,Tonight,3655.19,11,2023-08-22
C8281_3,Yvonne Smith,P00096,Bad,1675.03,12,2023-05-25
C4940_5,Elizabeth Hudson,P00085,Friend,420.14,7,2023-12-16
C1981_1,Denise Duke,P00024,Deal,4360.93,6,2024-10-01
C1659_5,Timothy Mosley,P00065,Response,1430.64,16,2024-11-05
C4808_5,Steve Robinson,P00082,Much,1061.83,3,2024-08-31
C8959_3,Jeffery Bell,P00026,Civil,3185.66,16,2022-03-29
C6216_4,Brett Wyatt,P00036,Stay,2837.61,15,2024-07-13
C4693_8,Dr. Kimberly Kidd,P00062,Write,962.59,11,2022-11-26
C7313_4,Jennifer Fuller,P00007,Store,4901.97,16,2022-10-04
C8594_5,Dale Cummings,P00005,Tonight,1592.63,11,2023-07-18
C9433_5,Bill Huerta,P00034,Quality,3291.4,8,2024-12-04
C5258_3,Anita Vincent,P00002,High,2474.56,2,2022-05-22
C1377_4,Joy Pennington,P00061,Sit,2470.32,6,2023-02-07
C5887_5,Robin Rodriguez,P00080,Great,2011.65,2,2024-01-24
C2309_5,Ricky Phillips MD,P00028,That,4773.21,12,2024-02-05
C2133_2,Tracey Michael,P00019,White,1739.2,19,2022-04-07
C6943_5,Lisa Mills,P00077,Research,3855.09,13,2025-03-01
C3853_5,Michael Walker,P00066,Never,4552.02,3,2022-11-21
C6968_8,Eric Alvarado,P00033,Sell,453.27,12,2023-10-16
C7591_4,Kimberly Green,P00040,Maintain,2758.54,9,2024-12-21
C4522_7,Jennifer Morgan,P00025,Guess,361.17,20,2024-04-02
C9036_4,Jennifer Carpenter,P00047,Successful,4919.56,7,2024-05-11
C9780_6,Amanda Evans,P00001,Require,477.05,16,2024-05-26
C2003_5,Gregory Blackwell,P00100,Travel,3516.66,7,2023-08-08
C5755_3,John Aguilar,P00042,First,754.7,3,2024-08-03
C3689_2,Emily Andrade,P00044,Table,4311.15,5,2022-03-30
C3163_5,Joseph Thompson,P00018,Hour,4054.15,4,2024-04-09
C6646_2,Julia Cooper,P00075,End,3725.29,16,2024-04-15
C3721_9,Diana Phillips,P00076,Several,4843.03,7,2024-02-11
C2755_6,Katherine Hudson,P00049,Staff,1384.32,10,2025-02-25
C3868_3,Kyle Carroll,P00054,Tough,3431.43,17,2023-10-13
C3536_1,Stacy Leon,P00019,White,1394.66,12,2023-11-15
C7508_5,Pamela Ramirez,P00055,Play,3010.76,18,2023-01-10
C8220_7,Brian Floyd,P00057,Write,2111.32,15,2023-07-12
C2034_3,Sharon Spears,P00027,Half,4589.29,13,2024-09-30
C5737_7,Daniel Mendoza,P00033,Sell,2196.51,6,2023-03-09
C6216_5,Anna Leach,P00086,Expect,4881.32,14,2024-02-06
C9980_4,Lauren Aguilar,P00093,My,892.04,6,2024-07-24
C3431_3,Kimberly Sexton,P00043,Health,1090.03,20,2022-04-10
C8132_5,Anthony Long Jr.,P00028,That,3820.29,4,2024-01-16
C7081_4,Jesus Burns,P00095,Can,3881.95,2,2024-05-06
C7248_4,Stephen Baxter,P00083,Per,2444.89,17,2023-12-17
C6415_9,Austin Jones,P00054,Tough,3778.54,4,2022-09-19
C5001_5,Brenda Moreno,P00043,Health,1590.13,1,2024-11-05
C8128_4,Nicholas Gonzalez,P00034,Quality,4609.52,11,2024-10-21
C7236_4,Christopher Golden,P00070,Although,2296.95,11,2024-12-03
C5865_3,John Woodard,P00066,Never,4585.74,17,2023-10-08
C8497_5,Billy Jimenez,P00032,From,2713.97,1,2024-04-03
C5939_7,Paul Watson,P00039,Often,4817.84,17,2025-01-03
C5977_1,Summer Coleman,P00045,Meet,564.6,17,2024-05-14
C7405_9,Charles Jones,P00096,Bad,986.23,10,2025-01-27
C8669_5,Bradley Zuniga,P00030,Lose,2199.62,12,2024-05-28
C1206,Taylor Mcclain,P00041,Attorney,2766.44,14,2022-11-01
C4634_5,Catherine Luna,P00053,Course,4873.89,16,2023-03-04
C8282_5,Adam Underwood,P00087,Cost,2175.31,8,2024-09-18
C1559_6,Mr. Robert Todd,P00056,Road,3818.15,15,2023-02-25
C9311_8,Francisco Norris,P00055,Play,3696.0,9,2023-03-28
C5982_6,Roy Williams,P00043,Health,4579.89,7,2024-10-06
C2150_7,Jillian Peters,P00099,Add,4961.17,16,2023-06-22
C3844_2,Rebecca Morris,P00060,Practice,4653.95,4,2022-12-10
C7389_8,Kathleen Powers,P00084,Before,374.05,3,2024-12-28
C4074_5,Crystal Martinez,P00049,Staff,1302.41,11,2023-01-16
C7666_8,Christian Hernandez,P00020,Model,2569.87,8,2024-09-29
C9529_6,Diane Benjamin,P00076,Several,201.8,16,2024-05-08
C8499_2,William Espinoza,P00023,Better,107.17,17,2023-05-28
C5555_11,Jason Martinez,P00098,Practice,4941.22,14,2024-11-15
C3702_11,Andrea Cook,P00057,Write,2376.6,9,2023-08-20
C9324_1,David Pham,P00075,End,3714.31,17,2023-01-30
C1954_7,Robin Stanley,P00093,My,2838.16,10,2024-06-18
C6804_5,Julie Ward,P00053,Course,28.64,6,2022-11-17
C1709_6,Laura Lee,P00091,Also,262.21,17,2025-02-11
C6289_7,Gregg Wu,P00087,Cost,360.66,9,2025-01-25
C5474_1,Lucas Wilkinson,P00022,Fine,2832.5,1,2022-04-18
C5957_4,Brian Cook,P00010,Guy,2237.43,5,2024-12-03
C8566_4,Aaron Montgomery,P00054,Tough,1877.54,6,2023-12-08
C8855_4,Jason Hodge,P00099,Add,1413.05,17,2025-01-08
C6621_4,Christine Montoya,P00063,Per,1032.09,9,2024-03-17
C5334_5,Sheila Mathews,P00057,Write,2976.29,5,2022-08-30
C8897_9,Nicole Mcintyre,P00096,Bad,3035.88,5,2023-07-03
C3374_6,Hailey Wilkinson,P00098,Practice,1550.85,11,2023-02-16
C3927_3,Samantha Larson,P00007,Store,2743.74,12,2022-04-13
C9230_5,Blake Herrera,P00041,Attorney,398.0,12,2025-03-18
C6195_4,Nathan Gonzalez,P00056,Road,285.12,2,2023-04-20
C4109_3,Elizabeth Perkins,P00071,Almost,2391.71,2,2023-11-19
C5170,Charles Ruiz,P00019,White,1223.11,12,2024-07-09
C2584_6,Holly Wade,P00054,Tough,797.56,4,2024-06-14
C1115_6,Andrea Patel,P00092,Smile,3932.27,14,2024-10-07
C5104_6,Ronald Taylor,P00057,Write,3265.31,13,2024-07-17
C6409_3,Gloria Branch,P00030,Lose,4118.86,4,2023-04-29
C8498_5,Ashley Russell,P00030,Lose,4001.67,19,2023-01-01
C3597_5,Hannah Gill,P00049,Staff,4725.06,11,2023-09-13
C9329_1,Jeremy Arnold,P00031,Present,4564.64,20,2023-04-19
C3595_5,John Myers,P00080,Great,1288.74,15,2024-02-17
C8984_5,Sharon Hall,P00049,Staff,1544.32,8,2023-03-28
C1823_8,Christopher Dyer,P00090,Summer,373.09,1,2022-12-21
C4932_6,Michael Schneider,P00040,Maintain,1461.89,16,2022-08-28
C1178_7,Courtney Williams,P00039,Often,1335.61,12,2022-08-04
C6192_2,John Evans,P00020,Model,1856.51,7,2024-10-21
C4894_5,Marie Gomez,P00065,Response,304.66,14,2024-08-09
C4905_4,Melissa Jones,P00061,Sit,4145.56,5,2025-01-24
C1290_4,Dawn Durham,P00030,Lose,1237.47,3,2022-09-04
C1540_4,Jessica Hunter PhD,P00081,Reality,4378.19,5,2022-11-03
C8086_7,Joseph Lucas,P00016,Drive,2523.15,17,2022-06-29
C3051_7,Brandy Chen,P00060,Practice,3953.14,9,2023-12-28
C7901_4,Edwin Jones,P00077,Research,2328.42,11,2022-08-09
C7245_5,Mr. Thomas Roberts DVM,P00048,Who,1980.65,9,2024-02-29
C1278_8,Michelle Shea,P00047,Successful,775.03,13,2022-09-14
C9289_7,William Harris,P00043,Health,3309.8,13,2023-06-26
C5871_5,Kevin Conrad,P00023,Better,1286.13,7,2022-09-06
C1418_9,Sarah Owens,P00082,Much,3135.23,14,2024-12-03
C5656_4,Jason Young,P00067,Something,4217.91,4,2023-06-25
C2215_4,Pamela Baird,P00027,Half,1144.39,9,2025-01-30
C7010_7,Tami Woodard,P00087,Cost,3872.58,7,2023-03-20
C4527_8,Gerald Hill,P00041,Attorney,3369.1,1,2023-09-15
C2188_6,Gloria Ramirez,P00059,Next,4522.11,16,2022-07-09
C1963_2,Daniel Marsh,P00008,Until,3765.78,3,2023-12-31
C9799_9,David Johnson,P00085,Friend,510.12,8,2024-05-29
C7025_6,Jamie Rivera,P00050,Often,3341.74,8,2024-08-15
C7842_6,Lynn Moreno,P00096,Bad,44.8,10,2023-05-24
C3461_9,Joseph Powell,P00070,Although,3069.49,15,2024-03-26
C2263_7,Joseph Alvarez,P00018,Hour,1638.69,10,2023-03-03
C8518_5,Laura Santos,P00002,High,3005.93,16,2024-05-25
C9446_6,Nancy Henry,P00025,Guess,742.47,10,2022-07-30
C1756_3,Matthew Ortiz,P00026,Civil,1918.04,19,2022-12-11
C5048_4,Joshua Villarreal,P00095,Can,870.23,6,2022-09-11
C4119_4,Maria Maxwell,P00018,Hour,4298.25,16,2023-11-11
C2885_5,Audrey Massey,P00032,From,3371.47,8,2023-04-25
C2525_8,Tracie Sandoval,P00007,Store,409.81,9,2024-02-07
C6268_3,Cody Myers,P00052,Car,1051.8,3,2023-10-19
C6646_3,Morgan Carter,P00051,Author,1997.7,8,2023-10-14
C6154_4,Andrew Wells,P00083,Per,1415.66,13,2024-02-17
C9836_5,Sarah Harrison,P00064,Note,3009.9,7,2023-07-06
C4557_6,Michelle Barron,P00052,Car,4066.51,3,2022-04-18
C7480_9,Jennifer Smith,P00026,Civil,1922.84,18,2022-06-26
C7762_6,Julie Davis,P00059,Next,112.38,20,2023-03-03
C4077_4,Richard Parker,P00071,Almost,2438.07,3,2022-08-21
C9148_5,Janice Briggs,P00039,Often,4842.59,5,2023-09-09
C5640,Mr. Marcus Ross DDS,P00050,Often,763.88,7,2022-12-05
C6659_5,Ashley Merritt MD,P00070,Although,4069.83,6,2024-10-30
C7167_10,Brett Thomas,P00086,Expect,1571.07,1,2024-08-01
C7003_7,Thomas Lee,P00085,Friend,3820.56,11,2023-02-18
C1991_3,John Wyatt,P00087,Cost,1031.46,4,2022-10-24
C4085_5,William Perez,P00031,Present,878.24,17,2022-09-15
C6143_3,Michael Morris,P00021,Structure,426.73,11,2022-12-20
C3428_6,Jeffrey Frank,P00042,First,533.92,10,2024-10-10
C7428_9,Tina Soto,P00045,Meet,3744.97,13,2023-09-11
C4222_5,Stephen Miller,P00018,Hour,597.78,8,2022-12-09
C4412_6,Angela Stephens,P00072,Director,3497.7,5,2023-02-06
C6281_2,Joan Bender,P00061,Sit,4202.76,3,2024-03-18
C5908_4,Jessica Grant,P00073,Research,29.02,16,2022-11-20
C7947_4,Samuel Ramirez,P00086,Expect,43.55,15,2023-03-24
C3695_7,Jeffrey Estes,P00097,Talk,3472.67,4,2024-11-01
C3696_6,Matthew James,P00060,Practice,4836.57,10,2022-07-01
C3359_6,Emily Anderson,P00019,White,3253.37,9,2024-10-09
C4437_4,Donna Russo,P00001,Require,3261.72,11,2024-11-12
C1104_5,Scott Stephens,P00029,Live,1017.91,17,2024-02-28
C4621_4,Erica Newman,P00061,Sit,2361.3,10,2022-12-13
C2689_2,Scott Bell,P00082,Much,3528.1,6,2022-12-24
C4566_2,Brady Porter,P00067,Something,3266.1,3,2022-04-06
C7203_2,Michele Gomez,P00039,Often,3496.05,10,2024-04-22
C1415_8,Nicole Doyle,P00072,Director,1189.07,2,2024-06-26
C8666_3,Alicia Holloway,P00027,Half,3427.02,13,2022-12-29
C5561_5,Nichole Washington,P00056,Road,1668.39,10,2022-04-26
C2757_6,Linda Moore,P00050,Often,245.18,12,2023-07-28
C5934_4,Karen Clark,P00011,Often,4077.96,1,2025-03-07
C2490_6,Carol Adkins,P00047,Successful,4399.35,15,2022-07-25
C4421_7,George Sullivan,P00010,Guy,2528.93,6,2022-12-02
C3250_3,Kyle Schmitt,P00020,Model,4717.6,1,2023-03-17
C4543_6,Jesus Nguyen,P00099,Add,3208.65,9,2023-02-06
C5677_6,Jimmy Mitchell,P00094,Fund,4619.95,13,2024-08-17
C4566_3,Ashley Montgomery,P00042,First,2531.23,6,2023-11-21
C3495_4,John Valentine,P00084,Before,1136.64,14,2023-08-03
C4819_5,Ian Mathis,P00049,Staff,2602.18,10,2024-03-24
C5839_7,Nicole Townsend,P00071,Almost,2838.11,3,2024-06-23
C4161_3,April Decker,P00008,Until,2913.14,5,2025-02-01
C8505_3,Kevin Alvarez,P00022,Fine,209.89,16,2024-02-16
C6142_4,Charles Ward,P00044,Table,4905.38,1,2024-11-12
C4223_7,John Lewis,P00088,East,507.26,2,2024-09-23
C1758_4,Danielle Gray,P00039,Often,809.43,13,2024-11-08
C2489_9,Charles Campbell,P00058,His,957.26,19,2024-02-02
C3788_4,Yvette Dawson,P00038,Choose,1335.22,16,2022-04-19
C4788_8,Lisa Reynolds,P00001,Require,750.11,5,2023-05-14
